ComponentType,Currency,CurrencyAmount,Date
order,GBP,337,2016-08-09 14:26:15
invoice,USD,836,2016-09-13 11:03:34
invoice,USD,982,2016-07-05 16:14:42
return,EUR,86,2016-12-30 17:54:03
order,USD,147,2016-08-26 01:34:53
order,GBP,131,2016-02-08 21:38:58
order,USD,701,2016-03-08 15:18:40
invoice,EUR,494,2016-01-17 02:46:33
return,USD,831,2016-07-17 23:53:20
return,EUR,940,2016-02-25 04:52:56
invoice,GBP,585,2016-07-11 18:42:44
invoice,USD,742,2016-11-19 02:29:17
invoice,EUR,761,2016-01-26 01:03:48
invoice,GBP,250,2016-07-25 17:49:13
order,EUR,244,2016-04-15 14:33:57
invoice,GBP,113,2016-04-29 09:16:07
return,GBP,271,2016-10-14 14:21:37
return,USD,770,2016-08-14 22:00:09
invoice,USD,428,2016-08-29 02:55:04
invoice,USD,915,2016-09-10 09:47:54
order,EUR,492,2016-02-18 00:53:12
invoice,EUR,312,2016-04-19 07:44:59
return,EUR,929,2016-04-28 06:41:56
return,EUR,369,2016-05-03 11:35:01
order,USD,498,2016-07-26 04:09:10
invoice,USD,249,2016-06-08 04:43:16
invoice,USD,872,2016-10-02 19:22:17
invoice,GBP,292,2016-09-29 23:31:47
order,EUR,144,2016-08-30 15:50:16
return,EUR,67,2016-12-01 22:17:59
return,GBP,865,2016-11-18 12:44:30
return,GBP,594,2016-02-19 00:07:51
order,EUR,749,2016-04-20 09:07:39
return,EUR,409,2016-03-09 17:42:08
order,GBP,779,2016-04-06 00:20:02
order,EUR,779,2016-10-20 12:14:50
return,EUR,797,2016-01-12 03:19:31
return,USD,542,2016-08-25 01:04:56
return,GBP,33,2016-07-23 00:51:36
order,USD,141,2016-06-10 00:16:03
return,GBP,499,2016-07-14 12:37:02
invoice,USD,898,2016-10-25 15:11:37
invoice,EUR,654,2016-02-24 06:41:51
return,USD,487,2016-07-14 23:23:21
return,USD,103,2016-01-22 01:56:09
invoice,EUR,722,2016-01-02 15:31:54
return,GBP,62,2016-09-23 14:55:26
order,GBP,421,2016-09-28 23:52:11
invoice,USD,768,2016-07-28 17:41:07
order,GBP,70,2016-04-11 20:15:19
return,GBP,865,2016-09-20 15:55:08
order,USD,433,2016-08-29 06:54:31
order,USD,664,2016-02-09 21:41:26
invoice,USD,505,2016-03-09 22:37:07
order,EUR,278,2016-02-08 17:57:14
invoice,USD,294,2016-03-22 10:38:52
order,EUR,367,2016-05-24 06:26:49
invoice,USD,784,2016-09-13 08:16:26
order,EUR,658,2016-10-30 00:06:45
return,EUR,827,2016-05-06 04:31:21
order,EUR,502,2016-12-27 23:49:57
invoice,EUR,784,2016-07-30 23:38:57
return,GBP,646,2016-04-12 00:32:12
order,GBP,122,2016-01-19 03:59:19
invoice,GBP,759,2016-04-14 03:49:52
return,GBP,154,2016-03-25 15:30:14
order,USD,699,2016-04-13 02:58:42
invoice,EUR,552,2016-04-17 02:18:01
order,GBP,818,2016-12-08 10:21:35
invoice,USD,125,2016-07-20 01:52:28
order,EUR,24,2016-01-22 20:37:26
return,EUR,148,2016-07-13 04:52:05
invoice,EUR,437,2016-05-18 06:09:54
invoice,GBP,429,2016-12-29 16:01:39
invoice,USD,829,2016-03-16 11:58:59
return,USD,573,2016-04-18 06:29:12
return,USD,379,2016-03-06 21:45:32
invoice,EUR,375,2016-11-30 07:59:19
return,USD,619,2016-02-16 05:27:16
order,EUR,843,2016-03-19 14:14:56
order,EUR,821,2016-05-20 07:47:55
invoice,GBP,486,2016-12-23 17:38:20
invoice,USD,194,2016-08-14 15:16:25
invoice,USD,197,2016-05-30 21:19:22
return,EUR,799,2016-08-21 22:35:14
return,USD,924,2016-04-28 06:06:02
order,EUR,574,2016-08-13 04:27:19
return,EUR,54,2016-04-03 23:41:44
return,GBP,84,2016-08-05 03:37:00
return,EUR,476,2016-11-09 02:13:49
invoice,USD,87,2016-08-26 23:13:15
return,GBP,660,2016-10-22 09:00:16
invoice,GBP,560,2016-07-02 22:46:36
order,GBP,105,2016-01-25 16:55:53
order,USD,466,2016-03-21 02:12:38
return,USD,382,2016-03-27 00:07:56
invoice,USD,194,2016-04-26 04:53:41
return,GBP,859,2016-08-28 22:29:08
order,GBP,709,2016-05-03 04:08:48
return,USD,328,2016-10-05 19:17:14
order,GBP,403,2016-01-28 02:40:45
invoice,USD,669,2016-11-19 18:58:40
return,GBP,693,2016-09-04 19:08:00
return,USD,622,2016-06-19 05:43:17
invoice,GBP,617,2016-03-13 18:16:35
return,EUR,239,2016-04-07 03:43:13
return,EUR,730,2016-04-07 21:23:44
order,GBP,476,2016-10-06 11:05:05
order,GBP,106,2016-01-13 12:41:54
return,EUR,266,2016-05-06 15:52:41
order,EUR,699,2016-02-26 22:42:46
return,USD,128,2016-03-12 07:50:58
return,GBP,193,2016-11-05 03:33:05
return,GBP,545,2016-07-22 23:34:34
return,USD,752,2016-04-29 04:49:18
invoice,GBP,949,2016-12-07 14:29:58
order,EUR,64,2016-07-23 15:05:33
return,USD,164,2016-11-11 00:32:29
return,GBP,209,2016-02-22 19:56:46
order,EUR,504,2016-04-02 12:29:12
order,GBP,127,2016-01-03 05:59:05
invoice,EUR,334,2016-10-15 11:07:58
invoice,GBP,375,2016-05-30 21:24:21
return,GBP,189,2016-12-31 03:11:54
order,EUR,573,2016-01-04 08:52:28
invoice,USD,455,2016-12-10 16:48:01
return,GBP,910,2016-03-19 11:54:21
return,EUR,365,2016-12-29 13:18:37
invoice,EUR,842,2016-05-24 16:10:36
return,EUR,115,2016-03-29 05:01:38
invoice,USD,227,2016-06-10 18:32:36
order,EUR,620,2016-11-11 22:49:06
order,GBP,40,2016-01-12 04:10:02
order,EUR,144,2016-06-21 14:12:06
invoice,USD,969,2016-02-13 09:26:14
return,USD,363,2016-02-01 18:08:44
order,GBP,304,2016-02-19 13:38:29
order,EUR,787,2016-03-05 01:54:43
return,EUR,668,2016-12-28 01:36:22
return,GBP,200,2016-10-26 02:25:24
return,EUR,531,2016-06-22 16:45:17
order,USD,897,2016-07-11 03:18:42
order,USD,778,2016-11-02 10:09:07
return,GBP,116,2016-03-06 22:28:10
return,EUR,319,2016-04-07 03:21:20
invoice,USD,498,2016-12-10 02:12:55
invoice,USD,263,2016-09-09 07:22:43
order,USD,538,2016-04-12 22:28:01
order,GBP,722,2016-05-01 06:51:29
invoice,USD,28,2016-08-30 13:52:55
return,GBP,199,2016-07-24 06:47:34
return,USD,540,2016-04-18 08:32:21
order,GBP,752,2016-05-22 17:10:58
order,USD,980,2016-02-07 03:29:03
return,GBP,949,2016-03-21 19:07:44
return,EUR,200,2016-05-12 13:15:57
invoice,USD,626,2016-10-18 07:36:05
order,EUR,741,2016-05-17 03:55:58
order,EUR,882,2016-10-31 12:57:28
return,EUR,175,2016-09-09 00:36:33
return,EUR,388,2016-02-13 20:46:33
invoice,GBP,134,2016-03-16 13:59:44
return,GBP,511,2016-07-20 02:05:43
order,USD,777,2016-08-30 23:52:42
invoice,GBP,373,2016-09-24 16:03:33
order,EUR,149,2016-06-25 15:12:19
invoice,USD,604,2016-09-01 05:13:57
order,EUR,205,2016-08-03 18:26:56
order,USD,99,2016-04-19 03:53:50
order,EUR,582,2016-04-16 20:43:59
invoice,GBP,498,2016-11-05 13:42:23
invoice,USD,580,2016-01-06 14:29:38
invoice,USD,99,2016-05-27 02:43:13
return,USD,61,2016-05-27 10:00:55
return,EUR,268,2016-02-01 18:32:52
invoice,USD,118,2016-02-25 00:54:56
order,GBP,176,2016-05-24 20:57:27
return,USD,754,2016-12-10 05:45:09
invoice,EUR,640,2016-03-15 08:45:32
order,USD,164,2016-05-24 12:54:20
return,GBP,669,2016-07-18 06:02:48
order,USD,106,2016-04-25 14:25:18
invoice,EUR,653,2016-01-14 14:44:01
order,USD,652,2016-11-30 14:57:13
order,USD,239,2016-06-19 18:36:34
invoice,USD,621,2016-04-03 07:09:20
invoice,GBP,892,2016-10-02 19:27:40
return,USD,228,2016-11-09 19:52:54
invoice,EUR,971,2016-10-03 14:41:14
order,EUR,28,2016-10-03 15:22:03
order,USD,231,2016-05-19 19:03:20
return,EUR,534,2016-05-15 05:20:25
return,USD,718,2016-07-11 01:59:48
return,EUR,7,2016-01-08 04:23:28
order,USD,739,2016-01-29 17:08:14
order,GBP,53,2016-01-02 18:06:41
order,GBP,508,2016-02-13 14:22:36
invoice,EUR,374,2016-05-12 13:10:33
return,USD,278,2016-08-08 19:59:55
return,GBP,433,2016-03-04 00:12:04
order,EUR,741,2016-11-29 01:10:36
order,GBP,379,2016-01-06 20:56:27
invoice,GBP,793,2016-10-03 20:30:09
return,EUR,559,2016-08-27 08:14:30
return,USD,561,2016-10-27 04:45:45
order,EUR,157,2016-07-03 04:26:56
invoice,USD,516,2016-05-15 17:22:52
invoice,GBP,759,2016-09-02 22:28:27
invoice,GBP,227,2016-01-13 19:54:04
return,USD,23,2016-01-24 08:47:52
order,GBP,95,2016-02-22 05:14:33
order,GBP,400,2016-08-31 16:35:51
invoice,USD,634,2016-07-12 10:51:00
return,GBP,722,2016-06-22 08:43:06
return,GBP,260,2016-11-16 08:51:13
invoice,EUR,553,2016-09-22 23:11:03
invoice,USD,865,2016-07-18 01:20:28
order,EUR,131,2016-01-07 01:52:08
return,GBP,265,2016-01-07 00:25:20
return,EUR,769,2016-08-12 15:21:13
return,USD,165,2016-07-13 11:56:03
return,EUR,727,2016-05-26 23:36:47
order,GBP,869,2016-01-04 09:39:21
invoice,USD,64,2016-05-05 07:22:18
order,GBP,423,2016-12-30 19:15:02
order,GBP,984,2016-02-01 08:36:07
order,USD,651,2016-04-19 11:48:38
order,GBP,103,2016-03-24 01:31:45
return,USD,265,2016-11-04 02:23:47
return,GBP,819,2016-04-11 12:12:04
order,EUR,828,2016-07-09 12:27:22
order,USD,575,2016-09-29 07:38:20
invoice,GBP,365,2016-07-03 02:06:28
invoice,GBP,135,2016-12-26 21:18:53
return,EUR,753,2016-05-08 04:01:41
order,EUR,194,2016-04-30 14:46:53
return,GBP,324,2016-11-04 19:46:58
order,GBP,216,2016-02-26 09:42:36
return,GBP,996,2016-09-19 19:03:55
order,EUR,779,2016-06-12 04:44:16
invoice,GBP,819,2016-12-28 00:52:54
return,USD,166,2016-01-21 07:44:16
order,EUR,365,2016-07-02 06:37:41
return,USD,890,2016-08-05 19:29:58
invoice,EUR,765,2016-05-25 21:28:43
invoice,GBP,852,2016-11-25 03:12:35
invoice,GBP,672,2016-10-01 19:43:57
order,GBP,313,2016-09-12 02:02:53
return,GBP,433,2016-07-27 05:38:35
invoice,GBP,447,2016-10-27 13:24:51
return,EUR,159,2016-07-27 17:01:41
invoice,GBP,241,2016-03-19 01:15:42
return,USD,710,2016-04-11 18:57:51
order,GBP,129,2016-06-06 11:25:02
order,GBP,867,2016-02-08 00:01:10
invoice,GBP,612,2016-06-26 06:11:59
order,GBP,704,2016-06-17 12:42:05
invoice,GBP,175,2016-10-20 05:37:21
invoice,GBP,988,2016-02-09 16:58:24
invoice,USD,561,2016-04-09 03:24:47
order,USD,506,2016-03-23 21:56:40
return,GBP,174,2016-01-08 17:54:09
invoice,EUR,52,2016-07-12 21:42:15
order,EUR,302,2016-01-21 12:14:30
invoice,USD,654,2016-02-20 19:15:57
order,EUR,72,2016-03-11 10:45:54
return,USD,728,2016-09-02 23:47:23
order,USD,273,2016-08-30 07:53:57
return,EUR,20,2016-10-03 13:32:49
order,GBP,147,2016-10-11 05:27:03
invoice,GBP,778,2016-03-20 15:57:33
invoice,EUR,620,2016-10-04 23:36:11
return,USD,65,2016-01-26 20:16:52
invoice,GBP,409,2016-07-18 22:00:58
return,GBP,779,2016-11-03 10:53:27
order,USD,742,2016-06-17 23:25:29
order,EUR,790,2016-01-24 06:15:00
return,GBP,816,2016-07-29 10:40:18
invoice,EUR,362,2016-04-04 21:06:29
return,USD,592,2016-10-01 08:12:08
return,USD,432,2016-04-19 10:28:42
return,EUR,720,2016-04-16 18:51:48
order,EUR,655,2016-07-25 11:23:35
order,USD,908,2016-07-13 17:35:44
return,USD,306,2016-06-16 18:55:10
order,EUR,973,2016-06-10 19:50:37
order,GBP,908,2016-08-19 21:37:52
return,GBP,502,2016-05-24 18:07:51
order,EUR,510,2016-07-08 14:43:15
invoice,GBP,937,2016-04-17 14:39:50
order,EUR,508,2016-12-17 22:14:02
order,GBP,686,2016-02-15 14:02:57
invoice,GBP,679,2016-10-31 04:53:56
invoice,USD,186,2016-09-29 15:01:39
order,EUR,308,2016-08-10 20:32:46
order,USD,743,2016-06-18 21:29:18
order,GBP,482,2016-12-20 10:35:01
return,USD,698,2016-07-18 06:24:14
order,EUR,707,2016-10-14 12:50:58
return,GBP,46,2016-02-26 02:33:06
order,GBP,975,2016-11-10 07:44:29
order,EUR,921,2016-12-20 14:35:04
return,EUR,295,2016-06-06 08:36:50
invoice,GBP,599,2016-05-08 16:00:55
invoice,EUR,81,2016-11-30 09:50:40
order,EUR,944,2016-10-27 00:28:26
return,USD,55,2016-05-12 18:24:47
return,USD,574,2016-09-23 04:17:37
invoice,GBP,194,2016-11-21 04:00:54
invoice,USD,720,2016-05-29 08:08:14
order,EUR,308,2016-12-06 15:17:08
order,USD,610,2016-09-20 11:19:24
order,GBP,754,2016-10-01 13:32:36
return,GBP,915,2016-08-07 06:44:54
return,GBP,4,2016-07-24 06:25:39
order,GBP,741,2016-11-12 13:12:31
invoice,USD,81,2016-03-23 03:24:02
return,EUR,687,2016-11-01 21:21:52
order,EUR,402,2016-10-14 13:15:08
return,USD,927,2016-08-10 04:22:22
order,GBP,50,2016-02-15 11:26:13
return,USD,870,2016-11-08 21:46:08
order,USD,195,2016-10-04 06:43:08
return,GBP,2,2016-03-12 05:05:47
order,EUR,997,2016-05-11 10:30:28
return,USD,899,2016-05-22 21:29:09
invoice,USD,675,2016-03-20 14:48:28
invoice,USD,869,2016-10-20 15:04:08
return,GBP,223,2016-03-26 22:05:41
invoice,USD,651,2016-05-01 14:26:10
order,EUR,377,2016-07-04 06:49:50
invoice,USD,593,2016-05-29 22:06:21
order,EUR,937,2016-07-24 21:36:06
order,EUR,658,2016-07-29 02:10:44
order,USD,246,2016-02-23 17:26:36
return,EUR,302,2016-08-14 16:27:32
invoice,USD,779,2016-08-18 11:53:19
return,USD,756,2016-05-11 08:16:12
invoice,EUR,704,2016-10-04 12:10:33
return,EUR,64,2016-03-02 00:53:44
return,GBP,681,2016-01-27 15:09:03
invoice,USD,930,2016-04-11 16:42:34
return,EUR,130,2016-04-24 08:22:55
invoice,GBP,146,2016-09-21 10:23:32
return,GBP,620,2016-09-11 02:58:06
invoice,USD,911,2016-09-06 15:50:17
return,EUR,699,2016-06-03 19:11:17
invoice,USD,77,2016-08-20 04:58:59
order,GBP,601,2016-10-12 18:07:46
invoice,USD,104,2016-02-23 21:41:40
order,USD,383,2016-07-09 21:06:18
order,EUR,487,2016-12-04 20:59:51
order,EUR,526,2016-07-16 03:10:03
return,USD,25,2016-12-28 05:55:20
invoice,GBP,502,2016-03-16 07:24:11
invoice,EUR,950,2016-03-29 18:36:31
order,USD,558,2016-09-03 03:07:56
invoice,GBP,67,2016-09-22 07:25:39
order,GBP,864,2016-09-01 03:43:51
invoice,GBP,683,2016-05-07 07:25:28
order,EUR,668,2016-05-31 20:09:13
invoice,GBP,64,2016-04-23 01:27:46
return,GBP,232,2016-07-19 19:30:41
invoice,EUR,476,2016-02-05 10:19:35
order,USD,216,2016-07-14 21:38:29
order,EUR,428,2016-01-02 13:20:34
return,USD,861,2016-06-21 09:16:53
invoice,EUR,255,2016-11-29 08:35:27
invoice,GBP,821,2016-04-30 22:05:18
invoice,USD,916,2016-05-10 09:33:22
return,GBP,18,2016-01-19 01:51:42
invoice,USD,213,2016-04-13 13:08:39
invoice,USD,336,2016-12-21 04:04:23
order,EUR,95,2016-06-07 17:57:24
order,EUR,632,2016-04-21 07:12:47
invoice,GBP,46,2016-07-18 01:47:41
return,GBP,771,2016-10-10 22:46:55
order,USD,502,2016-03-13 11:36:15
order,GBP,617,2016-11-11 17:30:00
invoice,GBP,578,2016-07-28 16:17:31
invoice,EUR,48,2016-05-01 09:27:39
return,GBP,158,2016-11-18 17:48:44
invoice,USD,198,2016-02-12 04:19:32
order,USD,693,2016-01-06 22:56:54
order,USD,147,2016-01-13 06:54:05
invoice,GBP,171,2016-07-22 12:43:41
return,USD,551,2016-12-19 18:34:33
return,GBP,878,2016-07-24 05:04:10
return,EUR,58,2016-10-02 13:16:17
return,EUR,712,2016-09-02 06:59:23
invoice,GBP,321,2016-07-26 20:51:23
order,EUR,823,2016-01-24 18:51:32
order,EUR,786,2016-05-01 06:46:47
invoice,USD,482,2016-03-11 23:48:42
invoice,GBP,294,2016-09-03 20:46:10
return,EUR,321,2016-09-29 09:23:38
return,EUR,547,2016-09-10 12:26:22
return,EUR,347,2016-10-02 18:58:28
order,USD,279,2016-07-06 19:09:04
order,USD,425,2016-12-11 18:27:19
invoice,EUR,987,2016-07-19 21:46:45
return,EUR,398,2016-10-27 09:23:15
order,GBP,327,2016-09-11 03:33:45
order,USD,237,2016-06-25 13:42:18
order,USD,92,2016-05-18 04:40:59
invoice,GBP,153,2016-08-04 10:08:16
order,EUR,732,2016-12-31 01:49:12
order,EUR,746,2016-01-26 06:31:53
order,USD,437,2016-01-18 16:01:22
order,GBP,732,2016-02-14 01:13:27
return,EUR,343,2016-09-16 18:04:47
return,EUR,997,2016-03-08 09:01:12
invoice,GBP,389,2016-10-01 02:59:50
invoice,EUR,426,2016-10-16 12:06:41
return,EUR,236,2016-04-18 04:37:53
invoice,GBP,85,2016-10-11 19:49:41
return,GBP,84,2016-06-05 22:29:55
invoice,USD,336,2016-11-20 10:03:07
invoice,EUR,777,2016-12-06 01:48:29
order,EUR,915,2016-03-16 01:05:58
invoice,USD,215,2016-07-15 16:03:31
order,EUR,609,2016-04-30 05:55:09
order,GBP,642,2016-06-06 22:12:46
return,USD,538,2016-11-24 06:27:59
order,EUR,322,2016-05-01 02:34:27
order,EUR,722,2016-08-16 12:15:09
order,GBP,241,2016-03-07 00:14:40
invoice,EUR,709,2016-06-14 17:05:14
order,EUR,59,2016-04-02 12:56:05
invoice,USD,419,2016-06-30 16:37:39
return,EUR,579,2016-10-20 20:47:16
order,USD,668,2016-12-29 23:23:50
return,GBP,936,2016-08-11 00:18:07
order,GBP,628,2016-06-26 13:41:36
invoice,USD,49,2016-09-12 16:22:38
order,EUR,325,2016-12-16 15:03:01
invoice,GBP,133,2016-05-29 11:08:08
return,EUR,754,2016-07-17 04:20:17
invoice,EUR,331,2016-04-04 19:51:36
order,GBP,250,2016-12-21 20:23:53
invoice,USD,71,2016-10-13 00:53:29
return,EUR,593,2016-05-06 17:19:39
order,USD,606,2016-08-27 06:19:34
invoice,USD,112,2016-11-10 00:21:33
invoice,GBP,319,2016-09-14 14:48:45
invoice,EUR,539,2016-08-28 23:18:00
order,USD,741,2016-06-13 18:22:57
order,USD,650,2016-11-25 13:58:57
invoice,USD,864,2016-04-16 12:40:01
return,GBP,229,2016-02-09 13:41:18
return,USD,134,2016-01-31 15:06:34
order,USD,70,2016-02-16 07:22:50
return,USD,824,2016-04-03 19:39:14
return,USD,816,2016-08-01 20:20:40
return,EUR,703,2016-07-15 21:04:46
order,USD,552,2016-08-20 18:06:11
invoice,GBP,771,2016-06-29 15:09:34
invoice,GBP,668,2016-05-04 08:26:55
order,EUR,77,2016-02-18 13:30:26
invoice,USD,383,2016-03-09 00:17:17
invoice,USD,448,2016-08-23 04:10:13
return,GBP,199,2016-07-21 10:45:55
invoice,EUR,344,2016-08-19 20:39:52
invoice,USD,229,2016-07-27 22:42:08
order,GBP,700,2016-07-08 01:04:28
invoice,EUR,557,2016-10-21 01:59:17
invoice,GBP,752,2016-01-17 13:45:55
return,USD,58,2016-02-14 14:01:17
return,GBP,402,2016-11-01 06:40:36
return,EUR,606,2016-01-11 18:20:50
order,EUR,649,2016-08-11 22:29:38
return,EUR,554,2016-08-14 02:17:37
return,GBP,779,2016-08-05 00:05:16
return,USD,678,2016-04-22 21:29:43
order,GBP,860,2016-05-15 19:59:39
order,USD,128,2016-08-03 14:01:42
order,EUR,664,2016-03-18 07:33:16
order,USD,903,2016-08-14 12:46:35
invoice,USD,66,2016-02-29 23:37:03
return,GBP,571,2016-03-14 14:14:38
order,EUR,761,2016-12-31 00:09:48
order,EUR,970,2016-01-04 19:10:30
invoice,GBP,335,2016-11-29 18:08:39
order,EUR,89,2016-09-18 06:14:20
invoice,GBP,136,2016-12-07 04:32:01
order,EUR,916,2016-12-13 02:31:29
invoice,USD,996,2016-08-06 14:35:28
order,EUR,616,2016-04-26 05:43:53
invoice,GBP,571,2016-03-21 01:53:45
order,GBP,605,2016-06-08 01:33:59
order,EUR,724,2016-11-27 08:24:37
return,USD,459,2016-03-11 11:58:06
return,EUR,863,2016-04-21 07:50:56
return,USD,27,2016-09-21 12:26:23
invoice,USD,161,2016-06-30 12:01:54
order,GBP,747,2016-11-22 14:05:44
return,USD,362,2016-07-12 07:38:54
invoice,GBP,157,2016-07-08 10:56:04
invoice,EUR,478,2016-02-24 14:51:33
order,USD,702,2016-04-05 09:08:09
order,EUR,794,2016-01-30 16:25:38
return,USD,568,2016-01-22 06:39:57
order,USD,747,2016-08-21 20:12:46
order,USD,28,2016-03-23 18:15:22
invoice,EUR,271,2016-12-08 04:07:52
order,USD,376,2016-02-18 06:56:41
return,USD,238,2016-03-05 09:50:53
return,USD,401,2016-02-05 17:28:38
invoice,EUR,412,2016-06-12 05:53:27
return,GBP,795,2016-06-30 05:41:51
invoice,GBP,643,2016-09-09 09:25:03
return,EUR,82,2016-03-19 00:41:14
order,GBP,1000,2016-01-11 04:29:06
order,GBP,236,2016-06-21 09:42:41
order,EUR,669,2016-07-23 01:13:11
return,GBP,778,2016-08-04 23:00:33
return,GBP,433,2016-02-11 20:36:48
return,EUR,287,2016-10-29 05:10:30
return,GBP,996,2016-11-15 17:31:37
invoice,USD,562,2016-07-13 17:56:29
return,GBP,743,2016-05-06 15:47:54
order,EUR,298,2016-01-04 05:06:29
return,GBP,84,2016-10-22 09:17:56
invoice,USD,756,2016-10-30 11:18:38
order,USD,245,2016-03-07 03:32:20
return,GBP,572,2016-11-03 16:20:41
return,EUR,273,2016-09-13 00:19:20
invoice,GBP,342,2016-06-26 22:19:04
order,EUR,29,2016-01-25 03:56:23
order,USD,104,2016-12-31 16:10:34
return,GBP,432,2016-10-20 20:21:28
invoice,USD,900,2016-12-21 18:27:32
order,GBP,434,2016-11-29 23:59:51
invoice,USD,924,2016-04-02 22:03:57
order,USD,940,2016-05-10 05:43:58
invoice,EUR,244,2016-08-11 02:39:36
order,GBP,447,2016-02-16 06:55:45
return,EUR,361,2016-11-05 10:04:11
return,EUR,165,2016-12-10 11:51:11
invoice,USD,933,2016-08-25 14:11:44
order,GBP,115,2016-10-04 15:17:13
invoice,GBP,812,2016-06-06 16:49:03
invoice,EUR,554,2016-04-23 23:37:05
invoice,EUR,498,2016-09-07 01:45:41
invoice,USD,174,2016-02-09 20:26:12
order,GBP,591,2016-09-26 04:38:49
invoice,EUR,653,2016-10-23 10:07:11
invoice,GBP,771,2016-11-13 15:26:53
invoice,EUR,964,2016-01-04 01:11:51
invoice,EUR,884,2016-11-27 12:32:34
invoice,EUR,937,2016-10-06 06:02:34
return,EUR,897,2016-11-06 17:20:03
return,USD,842,2016-01-07 22:37:22
invoice,EUR,168,2016-09-14 20:55:20
order,USD,163,2016-02-25 06:37:37
invoice,GBP,488,2016-03-18 09:28:28
invoice,USD,965,2016-04-22 12:48:05
return,USD,918,2016-10-16 07:04:37
invoice,GBP,842,2016-03-31 18:38:19
order,GBP,105,2016-03-25 22:51:16
order,GBP,878,2016-10-29 15:00:14
invoice,GBP,725,2016-02-05 05:37:48
invoice,EUR,565,2016-04-27 11:16:20
order,EUR,185,2016-12-18 08:17:48
invoice,GBP,162,2016-04-24 21:17:49
return,USD,441,2016-07-10 16:32:28
return,GBP,965,2016-08-27 18:17:12
order,EUR,939,2016-05-03 21:45:56
return,EUR,161,2016-01-19 00:44:57
invoice,USD,359,2016-05-23 05:03:15
order,EUR,324,2016-10-13 01:36:12
invoice,GBP,443,2016-11-29 06:24:39
return,GBP,508,2016-10-09 22:23:02
order,EUR,513,2016-05-09 09:57:47
return,GBP,508,2016-04-29 14:12:49
return,EUR,751,2016-03-26 04:55:09
order,EUR,451,2016-05-29 03:23:54
return,GBP,644,2016-01-19 23:03:58
return,EUR,142,2016-05-07 23:04:17
order,USD,420,2016-11-06 10:06:53
order,USD,273,2016-07-30 11:39:53
order,USD,1,2016-09-19 08:07:30
return,GBP,839,2016-04-15 05:23:07
order,EUR,504,2016-10-18 06:28:13
invoice,EUR,606,2016-12-20 18:12:31
return,GBP,492,2016-06-14 22:13:35
order,GBP,23,2016-03-22 14:00:23
invoice,USD,415,2016-09-24 12:01:50
invoice,GBP,7,2016-10-09 23:01:52
invoice,EUR,982,2016-01-19 14:54:46
invoice,GBP,833,2016-03-30 22:59:09
order,USD,68,2016-11-01 14:23:52
order,USD,785,2016-04-08 23:14:16
order,GBP,546,2016-12-25 20:40:42
invoice,USD,752,2016-12-02 02:11:33
order,USD,166,2016-08-07 07:40:38
order,GBP,10,2016-07-26 12:12:36
invoice,GBP,400,2016-09-29 17:24:41
order,GBP,964,2016-07-18 05:19:17
invoice,USD,250,2016-08-14 10:07:40
invoice,USD,998,2016-11-28 19:58:50
invoice,EUR,361,2016-02-14 19:08:18
order,USD,203,2016-07-28 10:14:22
invoice,GBP,947,2016-01-07 11:29:51
invoice,EUR,94,2016-06-10 14:43:01
return,USD,352,2016-12-17 11:39:45
return,USD,436,2016-04-23 09:28:12
return,USD,791,2016-01-11 02:43:57
return,EUR,349,2016-01-06 08:34:33
invoice,EUR,724,2016-09-26 01:22:40
invoice,USD,760,2016-03-25 05:08:02
return,GBP,309,2016-09-29 13:03:18
invoice,GBP,119,2016-07-07 02:02:56
order,GBP,142,2016-11-02 04:52:42
return,GBP,286,2016-12-14 10:27:29
order,EUR,518,2016-09-26 09:59:38
order,USD,340,2016-08-09 06:19:32
invoice,USD,449,2016-06-02 21:16:05
return,EUR,325,2016-02-10 18:15:09
return,USD,326,2016-03-23 00:20:51
return,EUR,753,2016-03-12 14:27:01
invoice,GBP,912,2016-08-17 19:07:37
order,GBP,328,2016-11-11 03:08:47
order,USD,537,2016-01-04 00:34:00
invoice,GBP,276,2016-06-22 07:38:51
order,EUR,677,2016-04-04 16:21:39
order,GBP,461,2016-12-28 10:26:31
return,EUR,687,2016-03-09 21:25:15
return,USD,333,2016-06-11 11:54:53
order,USD,955,2016-10-21 20:56:44
invoice,GBP,599,2016-04-17 19:15:16
order,EUR,891,2016-09-15 04:05:06
order,USD,723,2016-08-29 14:01:12
return,EUR,30,2016-06-12 03:26:43
order,EUR,168,2016-06-06 20:18:27
return,EUR,679,2016-12-02 19:54:21
invoice,USD,167,2016-04-22 11:07:42
return,USD,776,2016-11-29 04:49:17
invoice,USD,42,2016-10-12 09:25:52
order,GBP,904,2016-05-11 03:01:18
return,USD,170,2016-01-05 06:14:29
invoice,USD,168,2016-01-17 22:23:46
invoice,GBP,328,2016-04-12 12:23:19
return,EUR,341,2016-02-05 03:39:50
return,EUR,163,2016-08-10 17:01:36
order,EUR,530,2016-08-02 22:52:51
return,USD,154,2016-05-10 06:20:17
invoice,EUR,301,2016-01-05 22:53:10
order,USD,897,2016-04-22 21:23:07
order,GBP,701,2016-11-04 07:16:39
invoice,GBP,594,2016-04-26 21:06:56
order,EUR,661,2016-09-28 11:18:08
return,GBP,16,2016-01-27 05:46:50
order,EUR,826,2016-01-20 16:07:40
invoice,EUR,871,2016-04-23 15:46:28
